VAR1,VAR2,VAR3,VAR4,VAR5,TRAITEMENT,CIBLE
0.811125,B,0.694928,0.432334,0.753226,T0,0
0.010969,C,0.763076,0.019709,0.470653,T0,0
0.687466,B,,0.407675,0.324741,T0,0
0.805763,B,0.006490,0.713459,0.082137,T0,0
0.969979,C,0.955839,0.764886,0.848987,T0,0
0.069552,A,0.795593,0.133171,0.762443,T0,0
0.581804,A,0.890283,0.412059,0.666230,T0,0
0.168752,B,0.848549,0.772159,0.471517,T0,0
0.346225,B,0.702750,0.894622,0.312978,T0,0
0.069422,B,0.251255,0.890741,0.871837,T0,0
0.473750,B,0.672838,0.594260,0.580583,T0,0
0.717263,A,0.453040,0.024394,0.133006,T0,0
0.389711,A,0.187610,0.093953,0.976859,T0,0
0.676041,C,0.552775,0.741276,0.211399,T0,0
0.044539,A,0.526638,0.328012,0.243102,T0,1
0.978519,C,0.110210,0.186641,0.765059,T0,0
0.563344,C,0.950371,0.214788,0.014178,T0,0
0.714324,A,0.362079,0.517570,0.206713,T0,0
0.435076,A,0.083623,0.413807,0.840904,T0,0
0.285705,A,0.068297,0.268373,0.887833,T0,0
0.057631,A,0.512981,0.753418,0.591137,T0,1
0.768787,C,0.875920,0.015111,0.487755,T0,0
0.925461,B,0.957273,0.282193,0.949179,T0,0
0.161106,C,0.808888,0.331826,0.988626,T0,0
0.746363,A,0.214322,0.086867,0.954875,T0,0
0.930857,A,,0.816391,0.373059,T0,0
0.104201,B,0.374287,0.888986,0.745245,T0,0
0.520446,A,0.098037,0.777072,0.191685,T0,0
0.430209,A,0.496298,0.201720,0.786681,T0,0
0.472863,A,0.702589,0.069382,0.651182,T0,1
0.664151,A,0.792414,0.826117,0.185418,T0,0
0.805097,C,0.647289,0.638868,0.337828,T0,0
0.503984,B,0.087831,0.138497,0.487153,T0,0
0.029333,C,0.658588,0.045156,0.467876,T0,0
0.777413,C,0.257831,0.648960,0.021256,T0,0
0.361413,C,0.887546,0.708968,0.756333,T0,0
0.116922,B,0.461409,0.043528,0.702998,T0,0
0.750646,C,0.742867,0.994023,0.701083,T0,0
0.121636,B,0.538003,0.358282,0.721219,T0,0
0.547107,C,0.134937,0.646177,0.716504,T0,0
0.250188,C,0.314553,0.364862,0.228479,T0,0
0.346499,A,0.302863,0.932416,0.080130,T0,1
0.697235,B,0.998912,0.667806,0.632984,T0,0
0.783895,A,,0.062370,0.893073,T0,0
0.494085,A,0.755552,0.681473,0.086847,T0,1
0.545697,B,0.457516,0.675566,0.449111,T0,0
0.798530,B,,0.142124,0.438957,T0,0
0.326721,C,0.666157,0.309245,0.052836,T0,0
0.692233,C,0.084271,0.408581,0.008131,T0,0
0.291694,A,0.333451,0.911856,0.009813,T0,1
0.773890,C,0.200620,0.075287,0.954353,T0,0
0.428045,B,0.597344,0.069851,0.454178,T0,0
0.215546,B,0.737465,0.390044,0.656247,T0,0
0.473094,B,0.676380,0.976898,0.544385,T0,0
0.421213,C,0.209337,0.919282,0.245300,T0,0
0.997564,C,,0.764578,0.406804,T0,0
0.295827,A,0.184729,0.473620,0.453594,T0,1
0.530643,B,0.919172,0.832224,0.552592,T0,0
0.456264,B,,0.410139,0.380574,T0,0
0.293000,C,0.745259,0.908173,0.218240,T0,0
0.147804,B,0.716614,0.895023,0.267287,T0,0
0.832517,B,0.639999,0.315445,0.725353,T0,0
0.813479,A,0.233899,0.693723,0.531719,T0,0
0.466649,B,0.603146,0.405437,0.862822,T0,0
0.418418,A,0.368087,0.970367,0.152496,T0,1
0.649106,B,0.824369,0.219401,0.767671,T0,0
0.231647,C,0.165103,0.264002,0.737625,T0,0
0.801820,C,0.735842,0.396874,0.435853,T0,0
0.995269,B,0.819377,0.447896,0.471777,T0,0
0.729598,C,0.502422,0.631764,0.632355,T0,0
0.128851,A,,0.224659,0.957804,T0,0
0.170577,A,0.737278,0.294070,0.937849,T0,0
0.934791,C,0.643867,0.997334,0.280111,T0,0
0.743073,A,0.217512,0.314947,0.748374,T0,0
0.552751,A,0.246830,0.536637,0.975082,T0,0
0.156317,B,0.489735,0.392914,0.765724,T0,0
0.073835,A,0.156443,0.435016,0.844023,T0,0
0.767862,A,0.971502,0.566951,0.234471,T0,0
0.396611,A,0.369441,0.519173,0.921216,T0,0
0.281865,A,0.188629,0.815512,0.913880,T0,0
0.939388,C,0.522911,0.333482,0.139008,T0,0
0.688043,A,0.933815,0.511685,0.253519,T0,0
0.985950,A,0.426038,0.092185,0.287568,T0,0
0.193807,C,0.520469,0.409726,0.818898,T0,0
0.889539,B,0.636645,0.439049,0.504385,T0,0
0.053251,B,0.402119,0.951758,0.034841,T0,0
0.708973,A,0.304230,0.111857,0.491842,T0,0
0.774572,B,0.737341,0.564954,0.748061,T0,0
0.290685,B,0.704648,0.228958,0.962883,T0,0
0.003522,A,0.243579,0.798353,0.992464,T0,0
0.971481,C,0.590188,0.974229,0.835043,T0,0
0.000532,C,0.780290,0.677238,0.823812,T0,0
0.237199,A,,0.395912,0.742830,T0,0
0.931967,A,0.567234,0.777706,0.174533,T0,0
0.785907,B,0.818865,0.794679,0.122174,T0,0
0.723626,C,0.053884,0.690556,0.750152,T0,0
0.562664,B,0.906463,0.157905,0.944888,T0,0
0.357832,B,0.308085,0.431996,0.735010,T0,0
0.944956,B,0.842011,0.917712,0.615005,T0,0
0.417031,A,0.828158,0.398365,0.627939,T0,0
0.421160,A,0.218967,0.873618,0.201855,T0,1
0.888138,A,0.637655,0.099414,0.415403,T0,0
0.060003,A,0.628625,0.713572,0.705711,T0,0
0.944868,A,0.042845,0.242841,0.896831,T0,0
0.627024,B,0.174188,0.163464,0.684991,T0,0
0.013092,A,0.098681,0.730108,0.835314,T0,0
0.550769,B,0.849267,0.010446,0.733833,T0,0
0.625423,B,0.643253,0.719322,0.055646,T0,0
0.019112,B,0.150905,0.450053,0.976090,T0,0
0.474554,B,0.643210,0.973972,0.725807,T0,0
0.013536,A,,0.544589,0.555169,T0,1
0.558632,B,0.272886,0.757633,0.300742,T0,0
0.447895,A,0.308482,0.032980,0.138042,T0,1
0.682664,A,0.509010,0.389730,0.396279,T0,0
0.201637,A,0.158225,0.957249,0.247534,T0,1
0.607906,B,0.265020,0.418854,0.627443,T0,0
0.510712,B,0.239437,0.759392,0.224905,T0,0
0.949958,A,0.670187,0.757929,0.418996,T0,0
0.892350,C,0.450712,0.200918,0.594208,T0,0
0.151082,C,0.990952,0.387489,0.660337,T0,0
0.542306,C,0.687598,0.717364,0.753504,T0,0
0.226322,C,0.980740,0.535796,0.497489,T0,0
0.198647,A,0.674704,0.661618,0.749287,T0,0
0.784335,C,0.606541,0.471377,0.822869,T0,0
0.353933,B,0.111189,0.592020,0.542538,T0,0
0.029047,A,0.702183,0.901917,0.176220,T0,1
0.111919,A,,0.487874,0.891218,T0,0
0.238710,A,0.448143,0.555597,0.101936,T0,1
0.249403,B,0.907769,0.029936,0.453068,T0,0
0.238272,B,0.070843,0.511242,0.790638,T0,0
0.874167,A,0.953789,0.249534,0.216799,T0,0
0.194720,B,0.478540,0.914670,0.019013,T0,0
0.422176,B,0.522684,0.363022,0.554671,T0,0
0.995725,B,0.256538,0.717405,0.987510,T0,0
0.312394,B,,0.263195,0.931250,T0,0
0.878621,B,0.289461,0.943423,0.055223,T0,0
0.303795,C,0.141449,0.305336,0.867324,T0,0
0.119578,A,0.536749,0.324588,0.131096,T0,1
0.172690,B,0.779595,0.432073,0.653656,T0,0
0.720406,B,0.129437,0.609083,0.624922,T0,0
0.867270,C,0.571671,0.969359,0.215955,T0,0
0.076079,B,0.368417,0.577006,0.360567,T0,0
0.693409,B,0.422018,0.395054,0.751743,T0,0
0.080748,C,0.501211,0.705980,0.003551,T0,0
0.992747,B,,0.679513,0.167708,T0,0
0.587454,A,0.509824,0.603872,0.428143,T0,0
0.437835,C,0.715760,0.982200,0.561059,T0,0
0.196034,A,0.332219,0.792507,0.545201,T0,1
0.111712,A,0.748735,0.280248,0.698401,T0,1
0.298188,B,0.366606,0.475513,0.834727,T0,0
0.139229,B,0.186652,0.821342,0.578452,T0,0
0.001361,C,0.278241,0.249566,0.236805,T0,0
0.423844,B,0.791960,0.196354,0.906605,T0,0
0.094361,C,0.550204,0.801491,0.003297,T0,0
0.100291,A,0.415687,0.652224,0.220618,T0,1
0.108176,A,,0.465736,0.049127,T0,1
0.721653,A,,0.122182,0.546729,T0,0
0.695945,B,0.155733,0.731483,0.007977,T0,0
0.597704,B,0.143650,0.654971,0.350428,T0,0
0.384687,B,,0.242910,0.015696,T0,0
0.043110,B,0.938093,0.425799,0.556533,T0,0
0.298376,B,0.442070,0.276066,0.491733,T0,0
0.033240,A,,0.515655,0.170878,T0,1
0.462917,A,0.224049,0.456957,0.587735,T0,1
0.229352,A,0.826409,0.938748,0.174435,T0,0
0.650187,A,0.410524,0.563043,0.803624,T0,0
0.391109,C,0.375785,0.940224,0.764021,T0,0
0.486937,B,0.374363,0.353670,0.273893,T0,0
0.595374,C,0.190639,0.666411,0.300333,T0,0
0.060506,A,0.671562,0.104309,0.398659,T0,1
0.424701,C,,0.238293,0.905864,T0,0
0.588415,B,0.640487,0.930128,0.924013,T0,0
0.375950,A,0.915408,0.367779,0.350648,T0,0
0.475576,B,0.539703,0.378281,0.536528,T0,0
0.974311,B,0.174809,0.994205,0.049706,T0,0
0.786468,B,0.004239,0.874264,0.932571,T0,0
0.675187,A,0.622431,0.842860,0.632821,T0,0
0.849044,C,0.945874,0.849582,0.081996,T0,0
0.191941,B,0.822572,0.088156,0.539974,T0,0
0.463778,A,0.059035,0.700799,0.464483,T0,1
0.253286,A,0.010365,0.902999,0.769230,T0,0
0.349101,C,0.948737,0.006374,0.960221,T0,0
0.446215,B,0.549303,0.227283,0.184666,T0,0
0.534547,A,0.455734,0.397581,0.255879,T0,0
0.151091,A,0.309357,0.666925,0.216693,T0,1
0.792146,A,0.665930,0.667870,0.733318,T0,0
0.527259,A,,0.196565,0.628753,T0,0
0.187094,A,0.178019,0.088351,0.195033,T0,1
0.141011,A,0.283121,0.791148,0.205862,T0,1
0.794683,A,0.203075,0.327705,0.236556,T0,0
0.681442,B,0.581306,0.635230,0.896735,T0,0
0.862341,A,0.627392,0.821329,0.436358,T0,0
0.403468,B,0.117245,0.041155,0.650923,T0,0
0.369357,A,0.350129,0.199167,0.458514,T0,1
0.431035,B,0.905112,0.413583,0.055840,T0,0
0.787738,B,0.708585,0.337567,0.590953,T0,0
0.641095,C,0.448598,0.113028,0.960678,T0,0
0.942040,A,0.644965,0.601718,0.391700,T0,0
0.904820,A,0.290609,0.703770,0.302868,T0,0
0.693043,A,0.097677,0.369277,0.844361,T0,0
0.280057,B,0.497606,0.765891,0.143971,T0,0
0.345295,A,0.860780,0.056431,0.724246,T0,0
0.578842,C,0.810960,0.516656,0.713977,T0,0
0.949335,A,0.377322,0.299229,0.219515,T0,0
0.100361,B,0.422580,0.765410,0.627124,T0,0
0.283512,B,,0.109209,0.877248,T0,0
0.009845,A,0.418231,0.298389,0.136665,T0,1
0.001906,B,,0.913637,0.318555,T0,0
0.303688,B,0.931858,0.290071,0.501734,T0,0
0.519066,C,0.502453,0.733087,0.645317,T0,0
0.715285,A,,0.458472,0.357461,T0,0
0.849254,A,0.609636,0.486096,0.474783,T0,0
0.574208,C,,0.268185,0.035111,T0,0
0.396172,A,0.004645,0.261187,0.227900,T0,1
0.249243,A,0.623878,0.379100,0.888405,T0,0
0.232713,B,0.163710,0.647200,0.832380,T0,0
0.610105,C,0.679988,0.718499,0.656750,T0,0
0.029295,B,0.006120,0.284532,0.334750,T0,0
0.031252,A,0.102804,0.542930,0.362859,T0,1
0.069887,A,0.829406,0.522210,0.255859,T0,0
0.703923,A,0.623617,0.681075,0.093056,T0,0
0.435367,B,,0.027436,0.163821,T0,0
0.162585,A,0.205532,0.324914,0.390092,T0,1
0.083362,B,,0.163812,0.374436,T0,0
0.363352,C,0.182919,0.636809,0.033006,T0,0
0.946507,A,0.222703,0.106892,0.301398,T0,0
0.818779,A,0.480497,0.609328,0.735797,T0,0
0.371518,C,0.957625,0.452192,0.167588,T0,0
0.242515,A,0.551006,0.857134,0.367267,T0,1
0.874273,C,0.622529,0.287315,0.631701,T0,0
0.711123,A,0.167212,0.182688,0.855915,T0,0
0.596138,B,0.949410,0.528185,0.763744,T0,0
0.208044,A,0.191622,0.395924,0.581505,T0,1
0.605298,A,0.013134,0.682746,0.418796,T0,0
0.399396,B,0.854522,0.316067,0.996188,T0,0
0.079737,A,0.814984,0.797879,0.041962,T0,0
0.059684,A,0.342792,0.628782,0.245927,T0,1
0.587452,B,0.466714,0.248770,0.280338,T0,0
0.714739,B,0.983767,0.098134,0.285866,T0,0
0.897707,A,0.301246,0.743974,0.158488,T0,0
0.716509,A,0.743394,0.656129,0.587605,T0,0
0.301802,C,0.907926,0.188428,0.731223,T0,0
0.971644,A,0.409794,0.165184,0.020690,T0,0
0.330060,A,0.464679,0.684963,0.631596,T0,1
0.162465,A,0.112286,0.706758,0.135465,T0,1
0.221059,C,0.352384,0.246957,0.447695,T0,0
0.286704,A,0.091003,0.543307,0.162188,T0,1
0.116216,A,0.995733,0.483999,0.942791,T0,0
0.854760,A,0.663312,0.097147,0.572679,T0,0
0.273302,A,0.426464,0.706429,0.252220,T0,1
0.386682,B,0.137527,0.918723,0.630605,T0,0
0.623977,C,0.358677,0.407704,0.576825,T0,0
0.103729,B,0.061244,0.515355,0.515312,T0,0
0.944966,A,,0.497588,0.873783,T0,0
0.099481,C,0.759491,0.269453,0.727687,T0,0
0.673654,B,0.266471,0.339297,0.366817,T0,0
0.499580,A,0.393435,0.441607,0.376173,T0,1
0.319452,A,0.701695,0.891752,0.630912,T0,1
0.001348,C,0.219603,0.118281,0.849463,T0,0
0.995189,C,0.185525,0.744816,0.689689,T0,0
0.582151,C,0.950719,0.647937,0.033918,T0,0
0.732399,B,0.219935,0.764520,0.727527,T0,0
0.155183,B,0.655732,0.184722,0.543489,T0,0
0.700935,C,,0.208082,0.260581,T0,0
0.829141,B,0.846354,0.308653,0.657434,T0,0
0.102895,B,0.874317,0.884677,0.963431,T0,0
0.253170,B,,0.282357,0.400296,T0,0
0.784404,A,0.502436,0.709655,0.715202,T0,0
0.108434,A,0.066153,0.046945,0.208589,T0,1
0.900205,C,0.165235,0.144217,0.347911,T0,0
0.687972,B,0.434717,0.979417,0.654832,T0,0
0.162702,A,0.200113,0.131051,0.188735,T0,1
0.786674,C,0.474088,0.298482,0.027519,T0,0
0.191889,B,0.104693,0.318197,0.223070,T0,0
0.856351,B,0.263902,0.811176,0.513908,T0,0
0.218627,B,0.939375,0.129571,0.699543,T0,0
0.419576,A,0.309454,0.131196,0.784007,T0,0
0.797031,B,0.586219,0.633669,0.537054,T0,0
0.272332,B,0.589627,0.355805,0.321653,T0,0
0.250122,A,0.376546,0.053684,0.595156,T0,1
0.288148,B,0.451763,0.067661,0.705542,T0,0
0.527592,A,0.556283,0.539212,0.867418,T0,0
0.077749,B,0.033139,0.242939,0.462002,T0,0
0.127378,A,0.547345,0.660430,0.436174,T0,1
0.357366,C,0.919488,0.779334,0.828324,T0,0
0.180393,B,0.964174,0.105797,0.067796,T0,0
0.585702,B,0.193947,0.947944,0.343599,T0,0
0.675965,C,0.660002,0.073368,0.138492,T0,0
0.564623,B,0.604919,0.639122,0.911106,T0,0
0.199308,C,0.142336,0.173815,0.157289,T0,0
0.693133,B,0.558731,0.077539,0.035213,T0,0
0.786197,A,0.109400,0.870822,0.467039,T0,0
0.037851,A,0.694926,0.640246,0.396988,T0,1
0.608473,A,0.067261,0.274402,0.915102,T0,0
0.710607,B,0.152402,0.904048,0.901418,T0,0
0.913178,C,0.927163,0.361976,0.820797,T0,0
0.061178,A,0.812283,0.593666,0.535745,T0,0
0.035063,B,0.708055,0.806076,0.756967,T0,0
0.336936,B,0.456152,0.683603,0.536447,T0,0
0.662890,C,0.515161,0.141810,0.666102,T0,0
0.150473,C,0.530332,0.088947,0.924954,T0,0
0.389373,C,0.746835,0.029749,0.500392,T0,0
0.139801,B,,0.752706,0.965545,T0,0
0.764939,B,0.251149,0.050924,0.392844,T0,0
0.590397,B,0.507114,0.609986,0.689099,T0,0
0.261642,C,0.524528,0.150622,0.663961,T0,0
0.161178,A,0.134160,0.660526,0.098443,T0,1
0.772190,A,0.828762,0.359110,0.880982,T0,0
0.575120,A,0.614654,0.159271,0.985138,T0,0
0.473554,C,0.965229,0.528559,0.024543,T0,0
0.943562,B,0.187740,0.307484,0.881599,T0,0
0.032791,B,0.172116,0.514225,0.851797,T0,0
0.694570,C,0.864067,0.599092,0.877516,T0,0
0.004953,B,0.847778,0.756388,0.305927,T0,0
0.118364,B,0.074072,0.141536,0.322950,T0,0
0.788837,C,0.520675,0.766259,0.434764,T0,0
0.638429,C,0.804775,0.200828,0.201251,T0,0
0.222931,A,0.643725,0.591663,0.689514,T0,1
0.507643,A,0.537306,0.786196,0.466296,T0,0
0.708171,B,0.519959,0.801611,0.407123,T0,0
0.347910,A,0.437407,0.840643,0.583051,T0,1
0.001754,A,0.789362,0.564292,0.846735,T0,0
0.014070,A,0.151174,0.836419,0.769819,T0,0
0.801371,B,0.333081,0.589482,0.042877,T0,0
0.922419,C,0.196871,0.908348,0.501174,T0,0
0.256353,A,0.312386,0.132876,0.813791,T0,0
0.477841,C,0.298820,0.820548,0.792242,T0,0
0.420375,C,0.937538,0.918606,0.248912,T0,0
0.738580,C,0.594472,0.051240,0.524360,T0,0
0.169613,B,0.781763,0.805854,0.341555,T0,0
0.115111,A,0.189480,0.279294,0.631836,T0,1
0.202047,B,0.442684,0.755314,0.855239,T0,0
0.866799,B,0.279056,0.478213,0.188519,T0,0
0.023254,C,0.962081,0.095086,0.315941,T0,0
0.677208,B,0.973606,0.272754,0.114431,T0,0
0.458996,B,0.664465,0.837581,0.126636,T0,0
0.468196,C,,0.978865,0.813673,T0,0
0.123706,A,0.138221,0.609581,0.285774,T0,1
0.828684,C,,0.270483,0.809473,T0,0
0.287214,C,,0.836312,0.242542,T0,0
0.605078,B,0.334327,0.045041,0.207876,T0,0
0.170678,B,0.221680,0.642120,0.177770,T0,0
0.237929,C,,0.030335,0.743167,T0,0
0.796034,A,0.051068,0.786768,0.135206,T0,0
0.460710,C,0.900854,0.086534,0.943174,T0,0
0.423257,B,0.280602,0.782606,0.428930,T0,0
0.391986,C,0.473211,0.509650,0.709666,T0,0
0.931352,B,0.885835,0.081935,0.824599,T0,0
0.637743,B,,0.960366,0.797656,T0,0
0.298081,B,0.337465,0.762325,0.169572,T0,0
0.808279,C,0.540764,0.526851,0.504417,T0,0
0.376742,C,0.622589,0.027177,0.345366,T0,0
0.800867,C,,0.724265,0.795861,T0,0
0.738643,C,0.971126,0.650841,0.296711,T0,0
0.160482,B,0.578997,0.655092,0.321279,T0,0
0.465487,C,0.664971,0.128636,0.627187,T0,0
0.096149,A,0.210729,0.167613,0.459075,T0,1
0.529443,C,0.095166,0.224851,0.893523,T0,0
0.913844,B,0.765507,0.341144,0.693192,T0,0
0.070233,B,0.802163,0.048548,0.915236,T0,0
0.412450,C,0.545009,0.311239,0.842093,T0,0
0.506126,C,0.954750,0.541085,0.045079,T0,0
0.975386,A,0.317303,0.319152,0.530113,T0,0
0.592904,A,0.136804,0.269986,0.213368,T0,0
0.867720,B,0.302503,0.117107,0.502380,T0,0
0.375663,B,0.973929,0.552521,0.494983,T0,0
0.403944,C,0.665789,0.003794,0.663793,T0,0
0.498883,A,0.695594,0.117173,0.343035,T0,1
0.756888,A,0.809657,0.923154,0.384959,T0,0
0.521304,A,0.400489,0.383982,0.706031,T0,0
0.269403,A,0.141698,0.710500,0.312833,T0,1
0.818992,A,0.512135,0.172437,0.175413,T0,0
0.018674,A,0.229593,0.897522,0.353080,T0,1
0.455646,A,,0.552714,0.183334,T0,1
0.973090,B,0.219280,0.425622,0.201559,T0,0
0.517962,A,0.310690,0.783871,0.677010,T0,0
0.831711,B,0.222118,0.954136,0.952782,T0,0
0.718772,C,0.163667,0.896748,0.701919,T0,0
0.940324,C,0.738770,0.509818,0.101736,T0,0
0.916982,B,0.954283,0.879856,0.176778,T0,0
0.129085,A,0.132516,0.145743,0.396121,T0,1
0.260313,B,,0.514355,0.477502,T0,0
0.599397,C,0.596431,0.392437,0.110329,T0,0
0.521510,A,,0.821401,0.234770,T0,0
0.134117,A,0.971349,0.532849,0.919721,T0,0
0.134992,B,0.701327,0.583245,0.952387,T0,0
0.936215,A,0.211152,0.897549,0.081332,T0,0
0.766411,B,0.411708,0.851799,0.419218,T0,0
0.615705,A,0.778566,0.296228,0.281615,T0,0
0.248370,C,,0.079337,0.586878,T0,0
0.100290,B,0.228962,0.742841,0.658200,T0,0
0.247951,A,0.758578,0.736255,0.603044,T0,1
0.129425,A,0.235369,0.358707,0.641205,T0,1
0.566237,A,0.867427,0.182277,0.445300,T0,0
0.934559,A,0.117852,0.439971,0.454346,T0,0
0.794398,C,0.048491,0.648762,0.109067,T0,0
0.097105,B,,0.019350,0.730651,T0,0
0.397900,A,,0.750375,0.496631,T0,1
0.073201,C,0.558049,0.104094,0.947581,T0,0
0.582986,C,0.041712,0.952205,0.139516,T0,0
0.034647,A,,0.194523,0.925276,T0,0
0.128803,B,0.692065,0.066667,0.303521,T0,0
0.799798,B,0.157192,0.254607,0.472145,T0,0
0.596348,A,0.774137,0.988806,0.251484,T0,0
0.996194,A,0.056891,0.617501,0.696854,T0,0
0.344673,C,0.913815,0.344241,0.613955,T0,0
0.570080,C,,0.133849,0.301264,T0,0
0.350245,C,0.026697,0.484022,0.185532,T0,0
0.417718,C,0.151436,0.697218,0.581313,T0,0
0.851850,B,0.506619,0.061949,0.211910,T0,0
0.708546,C,0.824284,0.881481,0.843570,T0,0
0.160000,A,0.451059,0.579872,0.963775,T0,0
0.368419,A,0.654709,0.278535,0.626443,T0,1
0.857649,B,0.701478,0.126560,0.463559,T0,0
0.153339,C,,0.230245,0.969258,T0,0
0.066578,B,0.647568,0.726090,0.426452,T0,0
0.888017,A,,0.333469,0.242838,T0,0
0.164926,A,0.892514,0.244547,0.727181,T0,0
0.047100,A,,0.759913,0.805021,T0,0
0.592116,C,0.779743,0.390735,0.163865,T0,0
0.178493,C,0.852877,0.198911,0.391896,T0,0
0.318154,C,0.476382,0.955869,0.444885,T0,0
0.161256,B,0.577522,0.526843,0.182370,T0,0
0.427451,B,0.896878,0.257017,0.751049,T0,0
0.933539,B,0.531693,0.585739,0.265927,T0,0
0.268342,A,0.138471,0.083695,0.907909,T0,0
0.679624,C,0.823473,0.377313,0.447921,T0,0
0.054966,B,0.714154,0.422297,0.877584,T0,0
0.951733,A,0.658184,0.658452,0.598173,T0,0
0.266618,C,0.795928,0.032246,0.494170,T0,0
0.724441,A,0.747547,0.522593,0.665340,T0,0
0.783554,A,0.811534,0.991751,0.279297,T0,0
0.614138,B,0.693288,0.863334,0.057986,T0,0
0.216685,B,0.613071,0.102976,0.025441,T0,0
0.140747,B,0.570760,0.350921,0.105470,T0,0
0.891814,A,0.979014,0.095724,0.199628,T0,0
0.604119,B,0.796295,0.198119,0.969357,T0,0
0.405535,A,0.194117,0.589628,0.819259,T0,0
0.928988,A,0.966936,0.611799,0.364514,T0,0
0.701984,B,,0.696168,0.860494,T0,0
0.915388,C,0.209016,0.343198,0.200097,T0,0
0.644848,C,0.270930,0.490597,0.731706,T0,0
0.239220,C,0.797111,0.215446,0.763376,T0,0
0.527469,B,0.649634,0.339293,0.255792,T0,0
0.241647,B,0.276949,0.413957,0.085621,T0,0
0.880786,A,0.255524,0.802013,0.439062,T0,0
0.559916,A,0.487518,0.325116,0.689744,T0,0
0.958778,C,0.234163,0.229889,0.339485,T0,0
0.506299,C,0.926054,0.939160,0.937518,T0,0
0.928474,A,0.530479,0.512625,0.778622,T0,0
0.629677,A,0.019907,0.583480,0.413050,T0,0
0.734613,B,0.994145,0.666488,0.621544,T0,0
0.856317,C,0.152974,0.499243,0.107126,T0,0
0.996990,B,0.304949,0.257691,0.445074,T0,0
0.839401,C,0.119363,0.193643,0.543518,T0,0
0.153127,A,0.173264,0.169413,0.210970,T0,1
0.684117,B,0.494628,0.511169,0.515278,T0,0
0.189922,B,0.532323,0.950583,0.092971,T0,0
0.104402,B,0.189328,0.879122,0.342094,T0,0
0.034886,C,0.650471,0.073657,0.574676,T0,0
0.821655,C,0.800516,0.049060,0.306143,T0,0
0.180012,B,,0.365579,0.054252,T0,0
0.927118,A,0.534301,0.527387,0.855473,T0,0
0.262522,A,0.142393,0.545828,0.770802,T0,0
0.765378,C,0.058220,0.000621,0.547140,T0,0
0.933831,A,0.688140,0.156972,0.309168,T0,0
0.341340,A,0.502438,0.282221,0.500723,T0,1
0.211658,B,0.949414,0.864048,0.982905,T0,0
0.690803,B,0.263711,0.973454,0.879338,T0,0
0.295645,A,0.525059,0.311527,0.874955,T0,0
0.812487,B,0.516763,0.638126,0.368842,T0,0
0.332199,C,0.748079,0.987932,0.829083,T0,0
0.557980,A,0.171020,0.218983,0.317122,T0,0
0.321116,A,0.646308,0.426197,0.508201,T0,1
0.969250,C,0.208904,0.359531,0.125884,T0,0
0.778154,A,0.170657,0.935858,0.086358,T0,0
0.259348,A,0.261565,0.537233,0.903571,T0,0
0.927908,B,,0.625352,0.032851,T0,0
0.871328,B,0.868611,0.794484,0.826013,T0,0
0.739771,C,0.690647,0.190773,0.760919,T0,0
0.986507,B,,0.982093,0.352637,T0,0
0.389913,C,,0.186601,0.782145,T0,0
0.615277,C,0.631898,0.819620,0.073291,T0,0
0.529444,C,0.375571,0.348423,0.715539,T0,0
0.655128,C,0.508999,0.983150,0.273473,T0,0
0.404625,C,0.100379,0.742144,0.372907,T0,0
0.055495,C,0.369129,0.638342,0.682784,T0,0
0.936084,B,,0.884908,0.323457,T0,0
0.406761,B,0.102504,0.949805,0.243016,T0,0
0.948108,B,0.434947,0.448227,0.133525,T0,0
0.536942,A,0.526921,0.342895,0.710827,T0,0
0.528826,C,0.622987,0.077783,0.618497,T0,0
0.736984,B,0.839044,0.552045,0.677650,T0,0
0.207318,A,0.148906,0.338446,0.586292,T0,1
0.058237,C,0.538652,0.219998,0.001462,T0,0
0.825690,B,0.832716,0.064455,0.121619,T0,0
0.607302,B,0.357473,0.271295,0.673145,T0,0
0.583924,A,0.792864,0.692531,0.470205,T0,0
0.469659,A,0.542703,0.785787,0.833080,T0,0
0.037282,C,0.278350,0.165673,0.459441,T0,0
0.673544,B,0.542154,0.963004,0.619151,T0,0
0.277304,C,0.610221,0.704059,0.402960,T0,0
0.094169,B,0.517617,0.676743,0.162147,T0,0
0.097444,B,0.117951,0.575738,0.507291,T0,0
0.263977,B,0.264636,0.395314,0.039568,T0,0
0.673263,C,0.887140,0.595892,0.981962,T0,0
0.398551,A,0.494415,0.224956,0.246022,T0,1
0.028484,C,0.142225,0.060011,0.595932,T0,0
0.504322,B,0.713606,0.885104,0.562689,T0,0
0.770059,B,0.446224,0.083492,0.320315,T0,0
0.890102,B,0.308133,0.441460,0.883292,T0,0
0.655112,C,0.206858,0.763968,0.044259,T0,0
0.601017,C,0.588145,0.716841,0.200478,T0,0
0.068678,B,0.358833,0.869262,0.915095,T0,0
0.196326,C,,0.289999,0.463444,T0,0
0.148461,B,0.691134,0.768261,0.911649,T0,0
0.584235,A,0.218724,0.491128,0.859126,T0,0
0.051271,C,0.156119,0.569735,0.238277,T0,0
0.079197,C,0.710385,0.619328,0.625726,T0,0
0.014875,C,0.186583,0.908617,0.914809,T0,0
0.759312,B,0.538952,0.548690,0.943177,T0,0
0.267399,A,0.593778,0.562163,0.893211,T0,0
0.887146,A,0.392260,0.051557,0.445854,T0,0
0.559363,B,0.834668,0.489346,0.224805,T0,0
